sci_name,class,order,family,primary_com_name
leptomys signatus,mammalia,rodentia,muridae,fly river leptomys
cricetomys ansorgei,mammalia,rodentia,nesomyidae,southern giant pouched rat
chiropotes chiropotes,mammalia,primates,pitheciidae,red-backed bearded saki
clyomys laticeps,mammalia,rodentia,echimyidae,broad-headed spiny rat
hylaeamys laticeps,mammalia,rodentia,cricetidae,atlantic forest oryzomys
myotomys unisulcatus,mammalia,rodentia,muridae,bush karroo rat
ototylomys phyllotis,mammalia,rodentia,cricetidae,big-eared climbing rat
grammomys macmillani,mammalia,rodentia,muridae,macmillan's grammomys
chrysochloris stuhlmanni,mammalia,afrosoricida,chrysochloridae,stuhlmann's golden mole
aeromys tephromelas,mammalia,rodentia,sciuridae,black flying squirrel
urocitellus mollis,mammalia,rodentia,sciuridae,piute ground squirrel
neacomys musseri,mammalia,rodentia,cricetidae,musser's neacomys
bibimys torresi,mammalia,rodentia,cricetidae,torres' akodont
pogonomelomys mayeri,mammalia,rodentia,muridae,shaw mayer's pogonomelomys
thomasomys popayanus,mammalia,rodentia,cricetidae,popayán thomasomys
molossops neglectus,mammalia,chiroptera,molossidae,rufous dog-faced bat
phyllomys dasythrix,mammalia,rodentia,echimyidae,drab atlantic tree-rat
dendromus mesomelas,mammalia,rodentia,nesomyidae,brant's climbing mouse
tylomys nudicaudus,mammalia,rodentia,cricetidae,peter's climbing rat
eumops patagonicus,mammalia,chiroptera,molossidae,patagonian dwarf bonneted bat
berylmys mackenziei,mammalia,rodentia,muridae,mackenzie's berylmys
microcebus manitatra,mammalia,primates,cheirogaleidae,bemanasy mouse lemur
eliurus penicillatus,mammalia,rodentia,nesomyidae,white-tipped tufted-tailed rat
lemur catta,mammalia,primates,lemuridae,ring-tailed lemur
eligmodontia dunaris,mammalia,rodentia,cricetidae,dune laucha
sicista napaea,mammalia,rodentia,dipodidae,altai birch mouse
hadromys yunnanensis,mammalia,rodentia,muridae,yunnan hadromys
rattus pelurus,mammalia,rodentia,muridae,peleng island xanthurus rat
pteropus tonganus,mammalia,chiroptera,pteropodidae,insular flying fox
nelsonia neotomodon,mammalia,rodentia,cricetidae,diminutive woodrat
pteropus aldabrensis,mammalia,chiroptera,pteropodidae,aldabra flying fox
paraxerus ochraceus,mammalia,rodentia,sciuridae,ochre bush squirrel
epomophorus pusillus,mammalia,chiroptera,pteropodidae,lesser epauletted fruit bat
diplomys caniceps,mammalia,rodentia,echimyidae,colombian soft-furred spiny-rat
sapajus libidinosus,mammalia,primates,cebidae,bearded capuchin
eothenomys cachinus,mammalia,rodentia,cricetidae,kachin red-backed vole
mallomys gunung,mammalia,rodentia,muridae,alpine mallomys
carollia monohernandezi,mammalia,chiroptera,phyllostomidae,hernandez's short-tailed bat
neotomodon alstoni,mammalia,rodentia,cricetidae,mexican volcano mouse
rattus tiomanicus,mammalia,rodentia,muridae,malaysian field rat
mastomys awashensis,mammalia,rodentia,muridae,awash mastomys
stylodipus andrewsi,mammalia,rodentia,dipodidae,andrew's three-toed jerboa
oryzomys couesi,mammalia,rodentia,cricetidae,coues' oryzomys
otomys laminatus,mammalia,rodentia,muridae,kwazulu vlei rat
phyllotis definitus,mammalia,rodentia,cricetidae,ancash pericote
carpomys melanurus,mammalia,rodentia,muridae,large luzon carpomys
ptenochirus minor,mammalia,chiroptera,pteropodidae,lesser musky fruit bat
sauromys petrophilus,mammalia,chiroptera,molossidae,roberts's flat-headed bat
nomascus concolor,mammalia,primates,hylobatidae,black crested gibbon
graphiurus monardi,mammalia,rodentia,gliridae,monard's african dormouse
proechimys gardneri,mammalia,rodentia,echimyidae,gardner's spiny-rat
pithecia inusta,mammalia,primates,pitheciidae,burnished saki
lagothrix flavicauda,mammalia,primates,atelidae,peruvian yellow-tailed woolly monkey
pteronotus macleayii,mammalia,chiroptera,mormoopidae,macleay's mustached bat
nectomys magdalenae,mammalia,rodentia,cricetidae,magdalena nectomys
tamiasciurus douglasii,mammalia,rodentia,sciuridae,douglas's squirrel
sundasciurus tahan,mammalia,rodentia,sciuridae,upland squirrel
echinoprocta rufescens,mammalia,rodentia,erethizontidae,stump-tailed porcupine
hylopetes sipora,mammalia,rodentia,sciuridae,sipora flying squirrel
hexolobodon phenax,mammalia,rodentia,capromyidae,imposter hutia
pteropus speciosus,mammalia,chiroptera,pteropodidae,philippine gray flying fox
dobsonia peronii,mammalia,chiroptera,pteropodidae,western naked-backed fruit bat
oxymycterus rufus,mammalia,rodentia,cricetidae,red hocicudo
eothenomys custos,mammalia,rodentia,cricetidae,southwest china red-backed vole
pseudohydromys germani,mammalia,rodentia,muridae,german’s one-toothed moss mouse
praomys derooi,mammalia,rodentia,muridae,deroo's praomys
heteromys catopterius,mammalia,rodentia,heteromyidae,overlook spiny pocket mouse
tokudaia muenninki,mammalia,rodentia,muridae,okinawa island spiny rat
leggadina lakedownensis,mammalia,rodentia,muridae,lakeland downs leggadina
spermophilus pygmaeus,mammalia,rodentia,sciuridae,little ground squirrel
funisciurus anerythrus,mammalia,rodentia,sciuridae,thomas's rope squirrel
pithecia napensis,mammalia,primates,pitheciidae,napo saki
microhydromys richardsoni,mammalia,rodentia,muridae,richardson's shrew mouse
galenomys garleppi,mammalia,rodentia,cricetidae,garlepp's mouse
pseudomys nanus,mammalia,rodentia,muridae,western chestnut pseudomys
murina jaintiana,mammalia,chiroptera,vespertilionidae,jaintia tube-nosed bat
penthetor lucasii,mammalia,chiroptera,pteropodidae,lucas's short-nosed fruit bat
sorex isodon,mammalia,soricomorpha,soricidae,even-toothed shrew
phodopus sungorus,mammalia,rodentia,cricetidae,dzhungarian hamster
apodemus agrarius,mammalia,rodentia,muridae,striped field mouse
dobsonia exoleta,mammalia,chiroptera,pteropodidae,sulawesi naked-backed fruit bat
cheracebus lucifer,mammalia,primates,pitheciidae,yellow-handed titi
scapteromys tumidus,mammalia,rodentia,cricetidae,swamp rat
murina puta,mammalia,chiroptera,vespertilionidae,taiwan tube-nosed bat
sorex portenkoi,mammalia,soricomorpha,soricidae,portenko's shrew
peromyscus crinitus,mammalia,rodentia,cricetidae,canyon deermouse
pseudochirops archeri,mammalia,diprotodontia,pseudocheiridae,green ringtail
rattus annandalei,mammalia,rodentia,muridae,annandale's sundaic rat
hodomys alleni,mammalia,rodentia,cricetidae,allen's woodrat
melomys obiensis,mammalia,rodentia,muridae,obi island melomys
molossus nigricans,mammalia,chiroptera,molossidae,northern black mastiff bat
abrothrix longipilis,mammalia,rodentia,cricetidae,long-haired akodont
cacajao ayresi,mammalia,primates,pitheciidae,aracá uakari
molossus molossus,mammalia,chiroptera,molossidae,pallas' free-tailed bat
nycticebus bengalensis,mammalia,primates,lorisidae,bengal slow loris
proechimys brevicauda,mammalia,rodentia,echimyidae,short-tailed spiny-rat
spalax carmeli,mammalia,rodentia,spalacidae,mt carmel blind mole rat
lemniscomys roseveari,mammalia,rodentia,muridae,rosevear's lemniscomys
oligoryzomys griseolus,mammalia,rodentia,cricetidae,grayish pygmy rice rat
harpiola grisea,mammalia,chiroptera,vespertilionidae,gray tube-nosed bat
tateomys macrocercus,mammalia,rodentia,muridae,long-tailed sulawesian shrew rat
paramelomys naso,mammalia,rodentia,muridae,long-nosed paramelomys
zapus princeps,mammalia,rodentia,dipodidae,western jumping mouse
sorex antinorii,mammalia,soricomorpha,soricidae,valais shrew
euryoryzomys lamia,mammalia,rodentia,cricetidae,buffy-sided oryzomys
dinaromys bogdanovi,mammalia,rodentia,cricetidae,balkan snow vole
peromyscus guatemalensis,mammalia,rodentia,cricetidae,guatemalan deer mouse
dasymys foxi,mammalia,rodentia,muridae,fox's dasymys
pteropus pohlei,mammalia,chiroptera,pteropodidae,geelvink bay flying fox
petaurista elegans,mammalia,rodentia,sciuridae,spotted giant flying squirrel
tadarida fulminans,mammalia,chiroptera,molossidae,madagascan large free-tailed bat
hystrix sumatrae,mammalia,rodentia,hystricidae,sumatran porcupine
cheirogaleus sibreei,mammalia,primates,cheirogaleidae,sibree's dwarf lemur
ammospermophilus harrisii,mammalia,rodentia,sciuridae,harris' antelope squirrel
nesokia indica,mammalia,rodentia,muridae,short-tailed bandicoot rat
oenomys hypoxanthus,mammalia,rodentia,muridae,common oenomys
rhagomys longilingua,mammalia,rodentia,cricetidae,long-tongued rhagomys
kerivoula crypta,mammalia,chiroptera,vespertilionidae,cryptic woolly bat
mormopterus acetabulosus,mammalia,chiroptera,molossidae,mauritian little mastiff bat
trinomys eliasi,mammalia,rodentia,echimyidae,elias' atlantic spiny-rat
pteronotus fuscus,mammalia,chiroptera,mormoopidae,allen's common mustached bat
pteropus chrysoproctus,mammalia,chiroptera,pteropodidae,moluccan flying fox
chiropodomys pusillus,mammalia,rodentia,muridae,lesser pencil-tailed tree mouse
peromyscus winkelmanni,mammalia,rodentia,cricetidae,coalcomán deermouse
parotomys littledalei,mammalia,rodentia,muridae,littledale's whistling rat
rattus satarae,mammalia,rodentia,muridae,sahyadris forest rat
myotis australis,mammalia,chiroptera,vespertilionidae,australian myotis
melomys fulgens,mammalia,rodentia,muridae,seram long-tailed melomys
solomys salamonis,mammalia,rodentia,muridae,florida island solomys
neusticomys peruviensis,mammalia,rodentia,cricetidae,peruvian fish-eating rat
macruromys major,mammalia,rodentia,muridae,greater macruromys
nesomys lambertoni,mammalia,rodentia,nesomyidae,western nesomys
cebus brunneus,mammalia,primates,cebidae,brown capuchin
microsciurus santanderensis,mammalia,rodentia,sciuridae,santander dwarf squirrel
pteropus pilosus,mammalia,chiroptera,pteropodidae,large pelew flying fox
myodes imaizumii,mammalia,rodentia,cricetidae,imaizumi's red-backed vole
maxomys moi,mammalia,rodentia,muridae,indochinese mountain maxomys
murina feae,mammalia,chiroptera,vespertilionidae,ashy tube-nosed bat
microryzomys minutus,mammalia,rodentia,cricetidae,forest small rice rat
rattus mindorensis,mammalia,rodentia,muridae,mindoro mountain rat
dasymys cabrali,mammalia,rodentia,muridae,crawford-cabral's dasymys
avahi laniger,mammalia,primates,indriidae,eastern woolly lemur
cricetomys gambianus,mammalia,rodentia,nesomyidae,gambian rat
plecturocebus aureipalatii,mammalia,primates,pitheciidae,madidi titi
arvicanthis neumanni,mammalia,rodentia,muridae,neumann's arvicanthis
neopteryx frosti,mammalia,chiroptera,pteropodidae,small-toothed fruit bat
thomasomys pyrrhonotus,mammalia,rodentia,cricetidae,reddish-backed thomasomys
malacothrix typica,mammalia,rodentia,nesomyidae,gerbil mouse
isothrix sinnamariensis,mammalia,rodentia,echimyidae,sinnamary brush-tailed rat
eumops auripendulus,mammalia,chiroptera,molossidae,black bonneted bat
alouatta pigra,mammalia,primates,atelidae,central american black howler
kerivoula intermedia,mammalia,chiroptera,vespertilionidae,small woolly bat
murina jinchui,mammalia,chiroptera,vespertilionidae,jinchu's tube-nosed bat
calomys callidus,mammalia,rodentia,cricetidae,crafty vesper mouse
micronomus norfolkensis,mammalia,chiroptera,molossidae,east coast free-tailed bat
juliomys pictipes,mammalia,rodentia,cricetidae,contreras' juliomys
eulemur rufus,mammalia,primates,lemuridae,red-fronted lemur
xerospermophilus perotensis,mammalia,rodentia,sciuridae,perote ground squirrel
galea spixii,mammalia,rodentia,caviidae,spix's yellow-toothed cavy
phyllomys blainvilii,mammalia,rodentia,echimyidae,golden atlantic tree-rat
brotomys contractus,mammalia,rodentia,echimyidae,haitian edible rat
thoopterus nigrescens,mammalia,chiroptera,pteropodidae,common swift fruit bat
heimyscus fumosus,mammalia,rodentia,muridae,smokey heimyscus
oryzomys rhabdops,mammalia,rodentia,cricetidae,highland oryzomys
stenocephalemys ruppi,mammalia,rodentia,muridae,rupp's stenocephalemys
rhabdomys dilectus,mammalia,rodentia,muridae,mesic four-striped grass rat
zyzomys woodwardi,mammalia,rodentia,muridae,kimberley rock rat
microcavia shiptoni,mammalia,rodentia,caviidae,shipton's mountain cavy
ictidomys mexicanus,mammalia,rodentia,sciuridae,mexican ground squirrel
eulemur cinereiceps,mammalia,primates,lemuridae,gray-headed lemur
ozimops cobourgianus,mammalia,chiroptera,molossidae,north-western free-tailed bat
calomys lepidus,mammalia,rodentia,cricetidae,andean vesper mouse
praomys rostratus,mammalia,rodentia,muridae,west african praomys
kerivoula muscina,mammalia,chiroptera,vespertilionidae,fly river woolly bat
alouatta caraya,mammalia,primates,atelidae,black howler
steatomys cuppedius,mammalia,rodentia,nesomyidae,dainty african fat mouse
thomasomys niveipes,mammalia,rodentia,cricetidae,snow-footed oldfield mouse
chaerephon leucogaster,mammalia,chiroptera,molossidae,grandidier's free-tailed bat
myonycteris brachycephala,mammalia,chiroptera,pteropodidae,sao tomé collared fruit bat
acerodon celebensis,mammalia,chiroptera,pteropodidae,sulawesi flying fox
arvicanthis abyssinicus,mammalia,rodentia,muridae,ethiopian arvicanthis
plecturocebus discolor,mammalia,primates,pitheciidae,red-crowned titi
tachyoryctes splendens,mammalia,rodentia,spalacidae,east african mole rat
cryptomys anselli,mammalia,rodentia,bathyergidae,ansell's mole-rat
propithecus verreauxi,mammalia,primates,indriidae,verreaux's sifaka
microtus chrotorrhinus,mammalia,rodentia,cricetidae,rock vole
chrotomys silaceus,mammalia,rodentia,muridae,blazed luzon chrotomys
rattus lugens,mammalia,rodentia,muridae,mentawai archipelago rat
melanomys caliginosus,mammalia,rodentia,cricetidae,dusky melanomys
maxomys panglima,mammalia,rodentia,muridae,palawan maxomys
myodes rutilus,mammalia,rodentia,cricetidae,northern red-backed mouse
echimys saturnus,mammalia,rodentia,echimyidae,dark spiny tree-rat
cebus malitiosus,mammalia,primates,cebidae,santa marta white-fronted capuchin
eliurus grandidieri,mammalia,rodentia,nesomyidae,grandidier's tufted-tailed rat
oecomys bicolor,mammalia,rodentia,cricetidae,bicolored arboreal rice rat
murina eleryi,mammalia,chiroptera,vespertilionidae,elery's tube-nosed bat
rattus nitidus,mammalia,rodentia,muridae,himalayan field rat
spelaeomys florensis,mammalia,rodentia,muridae,flores island spelaeomys
cardiocranius paradoxus,mammalia,rodentia,dipodidae,five-toed dwarf jerboa
melomys paveli,mammalia,rodentia,muridae,pavel's seram melomys
peromyscus slevini,mammalia,rodentia,cricetidae,catalina deermouse
chrotomys gonzalesi,mammalia,rodentia,muridae,isarog chrotomys
pteropus fundatus,mammalia,chiroptera,pteropodidae,banks flying fox
pteronotus mexicanus,mammalia,chiroptera,mormoopidae,mexican common mustached bat
trinomys moojeni,mammalia,rodentia,echimyidae,moojen's atlantic spiny-rat
mormopterus kalinowskii,mammalia,chiroptera,molossidae,kalinowski's little mastiff bat
bathyergus janetta,mammalia,rodentia,bathyergidae,namaqua dune mole-rat
microcebus griseorufus,mammalia,primates,cheirogaleidae,gray-brown mouse lemur
phyllotis bonariensis,mammalia,rodentia,cricetidae,bonaerense pericote
notomys longicaudatus,mammalia,rodentia,muridae,long-tailed hopping mouse
microcebus marohita,mammalia,primates,cheirogaleidae,marohita mouse lemur
hystrix brachyura,mammalia,rodentia,hystricidae,malayan porcupine
pithecia pithecia,mammalia,primates,pitheciidae,guianan saki
promops nasutus,mammalia,chiroptera,molossidae,brown mastiff bat
petaurista petaurista,mammalia,rodentia,sciuridae,red giant flying squirrel
pteropus nitendiensis,mammalia,chiroptera,pteropodidae,temotu flying fox
pteralopex taki,mammalia,chiroptera,pteropodidae,new georgia monkey-faced fruit bat
crunomys fallax,mammalia,rodentia,muridae,luzon shrew mouse
peromyscus levipes,mammalia,rodentia,cricetidae,nimble-footed deermouse
sorex maritimensis,mammalia,soricomorpha,soricidae,maritime shrew
onychomys arenicola,mammalia,rodentia,cricetidae,chihuahuan grasshopper mouse
paramelomys levipes,mammalia,rodentia,muridae,papuan lowland paramelomys
taeromys punicans,mammalia,rodentia,muridae,reddish-furred taeromys
myopus schisticolor,mammalia,rodentia,cricetidae,wood lemming
oligoryzomys destructor,mammalia,rodentia,cricetidae,destructive pygmy rice rat
leopoldamys edwardsi,mammalia,rodentia,muridae,edward's leopoldamys
spalax judaei,mammalia,rodentia,spalacidae,judean mountains blind mole rat
alouatta ululata,mammalia,primates,atelidae,maranhão red-handed howler
mesomys stimulax,mammalia,rodentia,echimyidae,pará spiny tree-rat
spermophilopsis leptodactylus,mammalia,rodentia,sciuridae,long-clawed ground squirrel
heliosciurus rufobrachium,mammalia,rodentia,sciuridae,red-legged sun squirrel
nycticebus borneanus,mammalia,primates,lorisidae,bornean slow loris
abrothrix hershkovitzi,mammalia,rodentia,cricetidae,hershkovitz's akodont
holochilus sciureus,mammalia,rodentia,cricetidae,amazonian marsh rat
rattus burrus,mammalia,rodentia,muridae,nicobar archipelago rat
peromyscus merriami,mammalia,rodentia,cricetidae,merriam's deermouse
sorex samniticus,mammalia,soricomorpha,soricidae,apennine shrew
murina fusca,mammalia,chiroptera,vespertilionidae,dusky tube-nosed bat
cheracebus regulus,mammalia,primates,pitheciidae,juruá collared titi
apodemus peninsulae,mammalia,rodentia,muridae,korean field mouse
cynopterus titthaecheilus,mammalia,chiroptera,pteropodidae,indonesian short-nosed fruit bat
epomophorus labiatus,mammalia,chiroptera,pteropodidae,ethiopian epauletted fruit bat
aethomys stannarius,mammalia,rodentia,muridae,west african aethomys
